Code;Entity;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;;;
POL;Poland;31797.018;31025.543;29603.373;29537.271;28225.85;28871.494;30310.082;30017.113;28770.186;28228.996;26426.166;26135.066;25864.023;26777.979;26977.344;27590.934;28976.988;28913.844;29419.19;28364.893;30213.855;30370.395;29494.252;29578.533;28535.256;28851.459;30122.61;31295.422;31661.174;30777.799;29514.133;;;
POL Total;;31797.018;31025.543;29603.373;29537.271;28225.85;28871.494;30310.082;30017.113;28770.186;28228.996;26426.166;26135.066;25864.023;26777.979;26977.344;27590.934;28976.988;28913.844;29419.19;28364.893;30213.855;30370.395;29494.252;29578.533;28535.256;28851.459;30122.61;31295.422;31661.174;30777.799;29514.133;;;
PRI;Puerto Rico;18849.28;18593.062;18515.031;18341.037;18222.979;18079.055;17975.318;17835.734;17727.56;17527.979;33807.605;36749.92;37742.36;39338.19;40723.62;39564.49;36062.957;34952.594;32875.305;30928.209;26371.678;28760.348;30574.373;27237.188;26354.953;26833.928;25580.963;25320.355;25807.195;24532.93;21459.73;;;
PRI Total;;18849.28;18593.062;18515.031;18341.037;18222.979;18079.055;17975.318;17835.734;17727.56;17527.979;33807.605;36749.92;37742.36;39338.19;40723.62;39564.49;36062.957;34952.594;32875.305;30928.209;26371.678;28760.348;30574.373;27237.188;26354.953;26833.928;25580.963;25320.355;25807.195;24532.93;21459.73;;;
PRK;North Korea;13826.28;13556.981;11222.831;12159.411;11737.855;13665.021;13033.166;12476.232;10971.822;13901.435;12287.299;11876.022;11545.386;11428.484;11831.834;11560.98;10896.9;9940.034;10656.522;8974.746;8532.009;6350.811;6045.368;4742.056;4437.806;3908.5532;4500.1875;3657.9348;3773.798;3817.5662;3859.2563;;;
PRK Total;;13826.28;13556.981;11222.831;12159.411;11737.855;13665.021;13033.166;12476.232;10971.822;13901.435;12287.299;11876.022;11545.386;11428.484;11831.834;11560.98;10896.9;9940.034;10656.522;8974.746;8532.009;6350.811;6045.368;4742.056;4437.806;3908.5532;4500.1875;3657.9348;3773.798;3817.5662;3859.2563;;;
PRT;Portugal;19831.852;20623.28;20856.533;21433.785;22151.63;24196.691;24861.07;25112.33;27262.018;27735.396;28476.13;28699.385;28321.012;28965.469;28331.549;28219.037;27957.99;28116.701;27100.385;27307.855;28813.4;27547.613;25259.12;27884.04;28600.113;28096.076;30146.477;29287.125;29893.375;28468.56;25782.078;;;
PRT Total;;19831.852;20623.28;20856.533;21433.785;22151.63;24196.691;24861.07;25112.33;27262.018;27735.396;28476.13;28699.385;28321.012;28965.469;28331.549;28219.037;27957.99;28116.701;27100.385;27307.855;28813.4;27547.613;25259.12;27884.04;28600.113;28096.076;30146.477;29287.125;29893.375;28468.56;25782.078;;;
PRY;Paraguay;16671.078;17210.79;15817.484;17417.297;19630.53;22103.842;22602.16;24336.727;24258.488;24865.104;24335.996;21277.064;21856.117;22881.867;22449.5;21752.111;22537.387;22409.062;22887.295;22453.984;22447.14;23345.691;23638.725;23514.254;21944.45;22191.486;24718.906;23435.645;23139.457;19903.92;18493.115;;;
PRY Total;;16671.078;17210.79;15817.484;17417.297;19630.53;22103.842;22602.16;24336.727;24258.488;24865.104;24335.996;21277.064;21856.117;22881.867;22449.5;21752.111;22537.387;22409.062;22887.295;22453.984;22447.14;23345.691;23638.725;23514.254;21944.45;22191.486;24718.906;23435.645;23139.457;19903.92;18493.115;;;
PSE;Palestine;;;;;;;;955.9358;1461.7466;1442.2386;1835.8002;2421.3308;2188.22;2295.4783;3414.6423;4088.9658;3524.3474;3541.6948;3315.8662;3321.9868;3243.1157;3521.862;3442.5854;3573.0913;3767.683;4085.6477;4188.031;4108.217;4097.1685;4185.992;3990.1785;;;
PSE Total;;;;;;;;;955.9358;1461.7466;1442.2386;1835.8002;2421.3308;2188.22;2295.4783;3414.6423;4088.9658;3524.3474;3541.6948;3315.8662;3321.9868;3243.1157;3521.862;3442.5854;3573.0913;3767.683;4085.6477;4188.031;4108.217;4097.1685;4185.992;3990.1785;;;
PYF;French Polynesia;18916.686;18693.398;17424.615;17113.086;13584.2295;14246.435;13921.283;13878.914;13878.106;12884.734;14203.022;15333.027;16036.279;17084.979;16731.654;17172.723;16746.74;17536.959;17700.125;17486.457;18082.105;16923.406;16239.225;15941.214;15747.379;16278.416;16079.959;15560.707;15735.306;15742.186;14898.559;;;
PYF Total;;18916.686;18693.398;17424.615;17113.086;13584.2295;14246.435;13921.283;13878.914;13878.106;12884.734;14203.022;15333.027;16036.279;17084.979;16731.654;17172.723;16746.74;17536.959;17700.125;17486.457;18082.105;16923.406;16239.225;15941.214;15747.379;16278.416;16079.959;15560.707;15735.306;15742.186;14898.559;;;
QAT;Qatar;178492.95;198934.95;306146.34;317440.5;312624.97;302813.4;217083.48;227695.78;232336.03;245009.36;207755.62;189988.27;199143.97;217673.23;253062.6;262585.7;230796;207280.52;196001;178237.72;194843.92;216384.27;232316.58;236185.81;234538.38;245271.83;223248.58;206889.17;202570.3;208021.3;184074.56;;;
QAT Total;;178492.95;198934.95;306146.34;317440.5;312624.97;302813.4;217083.48;227695.78;232336.03;245009.36;207755.62;189988.27;199143.97;217673.23;253062.6;262585.7;230796;207280.52;196001;178237.72;194843.92;216384.27;232316.58;236185.81;234538.38;245271.83;223248.58;206889.17;202570.3;208021.3;184074.56;;;
REU;Reunion;10200.632;10939.012;11132.648;13294.291;13475.023;13089.918;12914.206;12796.048;15627.237;15414.979;14478.673;14354.454;14420.058;14390.12;15802.612;14858.951;13837.397;13240.08;14273.304;14426.384;15580.163;14889.343;0;0;0;0;0;0;0;0;0;;;
REU Total;;10200.632;10939.012;11132.648;13294.291;13475.023;13089.918;12914.206;12796.048;15627.237;15414.979;14478.673;14354.454;14420.058;14390.12;15802.612;14858.951;13837.397;13240.08;14273.304;14426.384;15580.163;14889.343;0;0;0;0;0;0;0;0;0;;;
ROU;Romania;32195.12;27336.96;24151.34;23555.578;22306.182;24621.63;24596.516;23478.516;21607.326;19110.252;19175.828;19502.389;20380.363;20540.846;21481.434;21728.15;22364.223;21750.25;21966.107;19314.918;19617.842;20211.152;19514.234;18270.229;19029.295;19213.441;19323.846;19747.191;20218.59;19839.047;18998.812;;;
ROU Total;;32195.12;27336.96;24151.34;23555.578;22306.182;24621.63;24596.516;23478.516;21607.326;19110.252;19175.828;19502.389;20380.363;20540.846;21481.434;21728.15;22364.223;21750.25;21966.107;19314.918;19617.842;20211.152;19514.234;18270.229;19029.295;19213.441;19323.846;19747.191;20218.59;19839.047;18998.812;;;
RUS;Russia;68079.16;66946.99;64323.957;59901.234;54683.01;51845.484;50010.332;47390.88;47388.21;48097.676;49127.297;50112.773;50130.184;51387.617;52053.33;52182.89;54674.26;55047.945;55313.555;52542.598;54554.844;56364.21;56593.086;55798.707;55844.656;54818.855;55769.246;55974.684;57958.258;57486.2;55455.547;;;
RUS Total;;68079.16;66946.99;64323.957;59901.234;54683.01;51845.484;50010.332;47390.88;47388.21;48097.676;49127.297;50112.773;50130.184;51387.617;52053.33;52182.89;54674.26;55047.945;55313.555;52542.598;54554.844;56364.21;56593.086;55798.707;55844.656;54818.855;55769.246;55974.684;57958.258;57486.2;55455.547;;;
RWA;Rwanda;481.07758;479.00143;470.51004;417.2225;500.76178;603.4075;505.44702;448.81097;441.22787;422.572;357.7341;347.05887;348.555;338.9526;318.3206;300.62256;283.97528;282.62943;289.5234;297.06317;324.94382;351.94574;376.87762;390.73227;403.42975;436.2136;429.51797;458.82095;491.12625;525.5729;496.8982;;;
RWA Total;;481.07758;479.00143;470.51004;417.2225;500.76178;603.4075;505.44702;448.81097;441.22787;422.572;357.7341;347.05887;348.555;338.9526;318.3206;300.62256;283.97528;282.62943;289.5234;297.06317;324.94382;351.94574;376.87762;390.73227;403.42975;436.2136;429.51797;458.82095;491.12625;525.5729;496.8982;;;
SAU;Saudi Arabia;58003.78;58390.523;56810.156;56193.195;63132.098;59823.926;60202.79;59696.375;61183.168;60706.84;61950.85;64399.926;65480.074;67781.13;71949.19;74232.79;74860.33;73638.34;77575.414;77417.27;83337.16;84816.25;88062.086;86753.6;91258.06;93332.54;95158.55;93054.375;88573.47;82989.266;80309.99;;;
SAU Total;;58003.78;58390.523;56810.156;56193.195;63132.098;59823.926;60202.79;59696.375;61183.168;60706.84;61950.85;64399.926;65480.074;67781.13;71949.19;74232.79;74860.33;73638.34;77575.414;77417.27;83337.16;84816.25;88062.086;86753.6;91258.06;93332.54;95158.55;93054.375;88573.47;82989.266;80309.99;;;
SDN;Sudan;883.2414;1207.1782;1097.8076;1023.1477;918.0966;825.63074;819.2176;815.4666;797.8403;842.39813;1182.5435;1239.9237;1434.762;1455.1571;1560.1315;1767.6344;2052.4446;2118.6284;2246.169;2354.9653;2604.3655;2462.639;2326.128;2385.0166;2378.8403;2384.2434;2684.0552;2654.5432;2554.7512;2459.3628;2378.228;;;
SDN Total;;883.2414;1207.1782;1097.8076;1023.1477;918.0966;825.63074;819.2176;815.4666;797.8403;842.39813;1182.5435;1239.9237;1434.762;1455.1571;1560.1315;1767.6344;2052.4446;2118.6284;2246.169;2354.9653;2604.3655;2462.639;2326.128;2385.0166;2378.8403;2384.2434;2684.0552;2654.5432;2554.7512;2459.3628;2378.228;;;
SEN;Senegal;1411.758;1266.8488;1492.1842;1513.7092;1777.9971;1876.318;1847.276;1648.4626;1714.1635;1844.3733;2051.4053;2183.0105;2211.216;2175.09;2244.3047;2270.2583;2172.189;2281.3833;2277.5132;2122.7695;2142.2065;2183.9285;2091.1333;2117.2896;2286.8188;2580.8828;2429.8923;2509.5967;2541.6353;2753.3909;2532.4126;;;
SEN Total;;1411.758;1266.8488;1492.1842;1513.7092;1777.9971;1876.318;1847.276;1648.4626;1714.1635;1844.3733;2051.4053;2183.0105;2211.216;2175.09;2244.3047;2270.2583;2172.189;2281.3833;2277.5132;2122.7695;2142.2065;2183.9285;2091.1333;2117.2896;2286.8188;2580.8828;2429.8923;2509.5967;2541.6353;2753.3909;2532.4126;;;
SGP;Singapore;90365.28;89185.586;92492.51;97840.07;108498.16;109750.07;107471.89;109768.45;108245.53;104456.76;109289.08;121494.555;115456.87;107484.375;119262.51;123551.64;131721.67;136257.9;140055.12;145354.05;149763.22;151959.9;149476.58;148317.19;148692.52;155468.98;162248.22;164801.44;163526.77;158657.89;154256.3;;;
SGP Total;;90365.28;89185.586;92492.51;97840.07;108498.16;109750.07;107471.89;109768.45;108245.53;104456.76;109289.08;121494.555;115456.87;107484.375;119262.51;123551.64;131721.67;136257.9;140055.12;145354.05;149763.22;151959.9;149476.58;148317.19;148692.52;155468.98;162248.22;164801.44;163526.77;158657.89;154256.3;;;
SHN;Saint Helena;3905.2883;1931.4292;1946.7493;1963.9077;1980.098;1999.3796;2017.3774;2036.4822;2058.8792;2082.6257;8506.533;8603.607;9118.1045;9183.842;6107.9526;7770.2407;7299.722;9439.257;7763.481;7267.2583;8189.7373;7954.215;8757.543;8345.24;7872.981;7114.4067;7150.6587;7662.386;7236.4375;9829.213;9421.581;;;
SHN Total;;3905.2883;1931.4292;1946.7493;1963.9077;1980.098;1999.3796;2017.3774;2036.4822;2058.8792;2082.6257;8506.533;8603.607;9118.1045;9183.842;6107.9526;7770.2407;7299.722;9439.257;7763.481;7267.2583;8189.7373;7954.215;8757.543;8345.24;7872.981;7114.4067;7150.6587;7662.386;7236.4375;9829.213;9421.581;;;
SLB;Solomon Islands;2171.5269;2107.9597;2051.7273;1988.083;1931.2893;1876.2739;1827.7072;1772.9714;1724.7887;1679.1747;2456.5134;2508.6143;2532.751;2587.0967;2689.9602;2695.842;2734.6384;2850.4817;2828.8801;2862.0273;2880.25;2918.4324;2854.3516;2771.7654;2543.9602;2266.2014;2124.6658;2061.452;2107.609;2027.3756;1877.3191;;;
SLB Total;;2171.5269;2107.9597;2051.7273;1988.083;1931.2893;1876.2739;1827.7072;1772.9714;1724.7887;1679.1747;2456.5134;2508.6143;2532.751;2587.0967;2689.9602;2695.842;2734.6384;2850.4817;2828.8801;2862.0273;2880.25;2918.4324;2854.3516;2771.7654;2543.9602;2266.2014;2124.6658;2061.452;2107.609;2027.3756;1877.3191;;;
SLE;Sierra Leone;988.82074;1034.8634;761.34094;761.1363;719.2884;825.47107;808.99713;839.3613;830.8873;826.2132;409.26733;484.6953;460.83;454.77032;438.83154;386.95203;457.99765;423.13287;405.9387;396.5688;458.27347;564.6626;610.7244;692.69556;743;592.6282;591.51733;573.70355;568.16583;513.0044;480.5271;;;
SLE Total;;988.82074;1034.8634;761.34094;761.1363;719.2884;825.47107;808.99713;839.3613;830.8873;826.2132;409.26733;484.6953;460.83;454.77032;438.83154;386.95203;457.99765;423.13287;405.9387;396.5688;458.27347;564.6626;610.7244;692.69556;743;592.6282;591.51733;573.70355;568.16583;513.0044;480.5271;;;
SLV;El Salvador;2928.4937;2844.6448;3166.474;3235.332;3503.3425;4320.7593;4382.3193;4315.9204;4884.881;5125.8354;4934.59;5098.644;5202.2905;5536.21;5513.2593;5701.853;6029.882;6277.061;6136.0747;5893.16;6082.846;6068.4243;6096.5063;5903.0894;6015.019;6200.172;6231.5947;6173.1143;6645.676;7271.5205;6715.608;;;
SLV Total;;2928.4937;2844.6448;3166.474;3235.332;3503.3425;4320.7593;4382.3193;4315.9204;4884.881;5125.8354;4934.59;5098.644;5202.2905;5536.21;5513.2593;5701.853;6029.882;6277.061;6136.0747;5893.16;6082.846;6068.4243;6096.5063;5903.0894;6015.019;6200.172;6231.5947;6173.1143;6645.676;7271.5205;6715.608;;;
SOM;Somalia;581.289;360.1066;350.5132;358.17197;340.7208;328.85648;318.21655;306.60278;294.3282;282.82776;340.10217;332.43317;346.37854;334.0552;322.42703;314.66333;307.72528;302.7935;291.0338;283.20413;283.123;278.7153;274.60495;265.8011;256.69754;257.54523;253.76219;244.04947;236.28375;227.57283;212.09578;;;
SOM Total;;581.289;360.1066;350.5132;358.17197;340.7208;328.85648;318.21655;306.60278;294.3282;282.82776;340.10217;332.43317;346.37854;334.0552;322.42703;314.66333;307.72528;302.7935;291.0338;283.20413;283.123;278.7153;274.60495;265.8011;256.69754;257.54523;253.76219;244.04947;236.28375;227.57283;212.09578;;;
SPM;Saint Pierre and Miquelon;159376.4;149041.1;136763.3;77609.31;79126.555;49984.785;50140.258;29139.783;39158.258;39443.316;44661.23;44782.07;48984.074;55465.438;53783.3;56306.234;56582.92;58813.465;58861.79;58939.277;61996.32;62504.33;61828.69;63525.68;66357.25;66489.945;67819.87;66723.44;72730.234;62718.688;57585.082;;;
SPM Total;;159376.4;149041.1;136763.3;77609.31;79126.555;49984.785;50140.258;29139.783;39158.258;39443.316;44661.23;44782.07;48984.074;55465.438;53783.3;56306.234;56582.92;58813.465;58861.79;58939.277;61996.32;62504.33;61828.69;63525.68;66357.25;66489.945;67819.87;66723.44;72730.234;62718.688;57585.082;;;
SRB;Serbia;;;;;;;;;;;;;;;;;26329.176;26348.527;26371.516;25290.535;26212.14;26607.537;25157.438;25155.992;22474.787;24964.81;25665.121;26359.041;26481.451;26602.787;26211.984;;;
SRB Total;;;;;;;;;;;;;;;;;;26329.176;26348.527;26371.516;25290.535;26212.14;26607.537;25157.438;25155.992;22474.787;24964.81;25665.121;26359.041;26481.451;26602.787;26211.984;;;
SSD;South Sudan;;;;;;;;;;;;;;;;;;;;;;;557.73737;568.44324;582.4618;714.99146;698.3854;635.4426;671.7575;747.48596;703.1351;;;
SSD Total;;;;;;;;;;;;;;;;;;;;;;;;557.73737;568.44324;582.4618;714.99146;698.3854;635.4426;671.7575;747.48596;703.1351;;;
STP;Sao Tome and Principe;2329.3748;2400.937;2355.555;2303.2097;2736.3765;2686.6545;2647.1333;2595.6294;2534.4563;2541.055;2032.075;1865.8683;2061.275;2237.827;2468.292;2544.832;2640.5337;2680.9502;2823.5872;2932.4563;3090.176;3131.0225;3240.6765;3176.864;3116.3354;3200.083;3249.4163;3250.4734;3149.711;3418.4949;3207.423;;;
STP Total;;2329.3748;2400.937;2355.555;2303.2097;2736.3765;2686.6545;2647.1333;2595.6294;2534.4563;2541.055;2032.075;1865.8683;2061.275;2237.827;2468.292;2544.832;2640.5337;2680.9502;2823.5872;2932.4563;3090.176;3131.0225;3240.6765;3176.864;3116.3354;3200.083;3249.4163;3250.4734;3149.711;3418.4949;3207.423;;;
SUR;Suriname;24363.615;24812.104;24010.205;24449.406;24248.496;22854.074;22105.61;22148.383;21710.32;21439.824;17458.83;16939.615;18476.682;16105.433;18010.424;18127.873;19537.414;18059.73;21127.252;21246.133;25234.633;20305.736;21876.135;20840.512;20081.727;18293.592;18815.174;21698.678;21688.73;21629.324;20356.205;;;
SUR Total;;24363.615;24812.104;24010.205;24449.406;24248.496;22854.074;22105.61;22148.383;21710.32;21439.824;17458.83;16939.615;18476.682;16105.433;18010.424;18127.873;19537.414;18059.73;21127.252;21246.133;25234.633;20305.736;21876.135;20840.512;20081.727;18293.592;18815.174;21698.678;21688.73;21629.324;20356.205;;;
SVK;Slovakia;47203.785;42079.31;40314.297;39455.375;38743.297;39205.477;39416.023;38637.348;39009.043;39313.19;40591.293;41766.94;42124.3;40913.17;40008.508;42086.473;40946.383;38418.406;39431.95;35687.54;38080.727;36591.31;35105.086;35936.51;33419.594;33734.29;34015.234;35774.91;35121.086;33892.78;33193.33;;;
SVK Total;;47203.785;42079.31;40314.297;39455.375;38743.297;39205.477;39416.023;38637.348;39009.043;39313.19;40591.293;41766.94;42124.3;40913.17;40008.508;42086.473;40946.383;38418.406;39431.95;35687.54;38080.727;36591.31;35105.086;35936.51;33419.594;33734.29;34015.234;35774.91;35121.086;33892.78;33193.33;;;
SVN;Slovenia;34892.684;34882.64;32581.604;33468.152;35627.117;37415.05;39262.27;40170.348;40314.043;39938.07;39623.406;41459.707;41222.29;40319.9;42659.85;42491.914;42687.348;42242.93;46037.57;42289.82;42123.36;40734.336;39508.945;39029.04;39987.75;35959.715;38266.707;38524.098;39165.715;37905.92;36542.867;;;
SVN Total;;34892.684;34882.64;32581.604;33468.152;35627.117;37415.05;39262.27;40170.348;40314.043;39938.07;39623.406;41459.707;41222.29;40319.9;42659.85;42491.914;42687.348;42242.93;46037.57;42289.82;42123.36;40734.336;39508.945;39029.04;39987.75;35959.715;38266.707;38524.098;39165.715;37905.92;36542.867;;;
SWE;Sweden;79817.4;75294.41;75456.63;74274.73;73943.016;74491.85;72163.62;74519.52;80458.05;77938.88;72085.086;77094.32;71925.88;68647.01;73592.02;75121.83;70265.69;70870.68;69369.7;63081.84;66485.91;64929.965;68276.21;63351.668;62421.89;63877.484;62081.117;63417.605;61487.004;63283.47;59395.523;;;
SWE Total;;79817.4;75294.41;75456.63;74274.73;73943.016;74491.85;72163.62;74519.52;80458.05;77938.88;72085.086;77094.32;71925.88;68647.01;73592.02;75121.83;70265.69;70870.68;69369.7;63081.84;66485.91;64929.965;68276.21;63351.668;62421.89;63877.484;62081.117;63417.605;61487.004;63283.47;59395.523;;;
SWZ;Eswatini;4038.2307;3965.2083;3733.9458;3610.69;4673.8794;4577.239;4286.543;4329.5225;5282.4126;5314.1387;6083.903;6071.866;6199.8135;5659.059;5462.625;5620.2163;5687.314;5892.16;5664.233;5503.006;5146.958;5236.0625;5162.853;5053.2617;5096.1387;5016.5044;5267.826;5553.8486;5823.5767;5780.252;5614.8906;;;
SWZ Total;;4038.2307;3965.2083;3733.9458;3610.69;4673.8794;4577.239;4286.543;4329.5225;5282.4126;5314.1387;6083.903;6071.866;6199.8135;5659.059;5462.625;5620.2163;5687.314;5892.16;5664.233;5503.006;5146.958;5236.0625;5162.853;5053.2617;5096.1387;5016.5044;5267.826;5553.8486;5823.5767;5780.252;5614.8906;;;
SYC;Seychelles;25396.04;28514.443;28014.29;28554.627;28243.035;28889.998;28653.697;29959.361;29523.95;29087.79;46969.09;49775.703;42728.844;42029.832;57886.984;52008.223;54491.8;44175.785;47446.145;50930.008;45371.336;38368.945;43465.02;38688.062;44650.082;45695.203;50241.48;51720.438;45307.637;45777.125;43703.28;;;
SYC Total;;25396.04;28514.443;28014.29;28554.627;28243.035;28889.998;28653.697;29959.361;29523.95;29087.79;46969.09;49775.703;42728.844;42029.832;57886.984;52008.223;54491.8;44175.785;47446.145;50930.008;45371.336;38368.945;43465.02;38688.062;44650.082;45695.203;50241.48;51720.438;45307.637;45777.125;43703.28;;;
SYR;Syria;13217.924;11900.062;11913.307;12846.352;13276.386;12424.795;13037.239;13492.298;14152.055;14200.536;13354.251;12865.062;13570.627;12843.79;13915.218;15298.658;15247.384;14764.992;14448.704;13302.27;13451.906;11966.39;9298.453;7177.317;6826.9824;6352.633;6267.527;6299.887;7240.203;6154.949;5564.748;;;
SYR Total;;13217.924;11900.062;11913.307;12846.352;13276.386;12424.795;13037.239;13492.298;14152.055;14200.536;13354.251;12865.062;13570.627;12843.79;13915.218;15298.658;15247.384;14764.992;14448.704;13302.27;13451.906;11966.39;9298.453;7177.317;6826.9824;6352.633;6267.527;6299.887;7240.203;6154.949;5564.748;;;
TCA;Turks and Caicos Islands;0;0;0;0;0;3664.5422;3510.4678;3350.3865;3530.7036;3385.2249;15402.543;15659.168;19820.557;19310.03;18909.895;21208.637;23291.262;26156.39;26676.77;25825.842;25683.688;24776.764;23800.51;22917.402;23641.734;23337.617;23060;23959.47;23070.922;22899.154;18772.568;;;
TCA Total;;0;0;0;0;0;3664.5422;3510.4678;3350.3865;3530.7036;3385.2249;15402.543;15659.168;19820.557;19310.03;18909.895;21208.637;23291.262;26156.39;26676.77;25825.842;25683.688;24776.764;23800.51;22917.402;23641.734;23337.617;23060;23959.47;23070.922;22899.154;18772.568;;;
TCD;Chad;243.53957;229.64354;220.75551;103.54233;110.72046;105.96531;101.65981;106.112656;102.55824;99.053375;124.966064;116.015;110.641914;105.11012;105.9355;109.55552;107.3414;114.514046;116.01666;122.113625;130.90942;180.9343;302.57126;302.8611;303.73856;298.34583;286.59064;446.25546;457.11847;458.18085;372.5109;;;
TCD Total;;243.53957;229.64354;220.75551;103.54233;110.72046;105.96531;101.65981;106.112656;102.55824;99.053375;124.966064;116.015;110.641914;105.11012;105.9355;109.55552;107.3414;114.514046;116.01666;122.113625;130.90942;180.9343;302.57126;302.8611;303.73856;298.34583;286.59064;446.25546;457.11847;458.18085;372.5109;;;
TGO;Togo;767.9702;1235.1199;890.8866;770.78015;796.3497;835.58734;771.02893;705.9621;751.60645;1030.9337;918.548;790.456;844.63257;1026.2677;983.6732;934.8484;792.30255;939.68665;1089.204;1878.3422;1746.39;1573.317;1360.6296;1350.6348;1142.6974;868.2643;1134.5723;1072.4285;1253.3207;1304.0579;1152.5186;;;
TGO Total;;767.9702;1235.1199;890.8866;770.78015;796.3497;835.58734;771.02893;705.9621;751.60645;1030.9337;918.548;790.456;844.63257;1026.2677;983.6732;934.8484;792.30255;939.68665;1089.204;1878.3422;1746.39;1573.317;1360.6296;1350.6348;1142.6974;868.2643;1134.5723;1072.4285;1253.3207;1304.0579;1152.5186;;;
THA;Thailand;6410.9707;6963.272;7506.605;8394.3955;9300.798;10355.3125;11562.688;12016.98;10935.625;11459.634;11764.549;12293.458;13208.064;14080.671;15161.756;15521.235;15733.904;16149.867;16027.417;16344.104;17299.504;17644.098;18817.51;18809.137;19310.582;19661.768;19981.582;20264.654;20834.088;20792.385;19298.086;;;
THA Total;;6410.9707;6963.272;7506.605;8394.3955;9300.798;10355.3125;11562.688;12016.98;10935.625;11459.634;11764.549;12293.458;13208.064;14080.671;15161.756;15521.235;15733.904;16149.867;16027.417;16344.104;17299.504;17644.098;18817.51;18809.137;19310.582;19661.768;19981.582;20264.654;20834.088;20792.385;19298.086;;;
TJK;Tajikistan;;;14639.244;13376.031;12776.354;10349.637;11170.703;10478.981;10748.015;12073.618;9375.051;9605.366;9681.626;9982.501;9975.018;10009.744;9612.615;8899.638;8418.195;7411.4946;7504.4023;7255.999;7500.7905;7599.0825;7586.009;7419.728;7461.84;7440.846;7761.8164;8041.5947;7819.3896;;;
TJK Total;;;;14639.244;13376.031;12776.354;10349.637;11170.703;10478.981;10748.015;12073.618;9375.051;9605.366;9681.626;9982.501;9975.018;10009.744;9612.615;8899.638;8418.195;7411.4946;7504.4023;7255.999;7500.7905;7599.0825;7586.009;7419.728;7461.84;7440.846;7761.8164;8041.5947;7819.3896;;;
TKM;Turkmenistan;40827.95;40816.24;37941.17;30332.88;31563.586;25405.623;36365.113;27446.89;33653.324;31627.238;26223.863;32628.65;27147.498;37007.59;36185.508;36145.84;36023.754;34462.887;27853.562;44702.367;47374.234;51670.953;55318.344;48244.71;49096.004;57717.438;56153.7;54625.52;59849.832;57961.055;67626.92;;;
TKM Total;;40827.95;40816.24;37941.17;30332.88;31563.586;25405.623;36365.113;27446.89;33653.324;31627.238;26223.863;32628.65;27147.498;37007.59;36185.508;36145.84;36023.754;34462.887;27853.562;44702.367;47374.234;51670.953;55318.344;48244.71;49096.004;57717.438;56153.7;54625.52;59849.832;57961.055;67626.92;;;
TLS;East Timor;;;;;;;;;;;;;;754.3998;800.2436;783.70593;779.2601;786.973;845.24243;925.8884;943.4069;957.32935;1109.9224;1636.3369;1840.6393;1773.3463;1709.1387;1717.026;1714.8142;1702.9187;1589.7897;;;
TLS Total;;;;;;;;;;;;;;;754.3998;800.2436;783.70593;779.2601;786.973;845.24243;925.8884;943.4069;957.32935;1109.9224;1636.3369;1840.6393;1773.3463;1709.1387;1717.026;1714.8142;1702.9187;1589.7897;;;
TON;Tonga;3978.3167;4029.2737;3821.6296;3804.4465;5157.566;4650.3643;5273.752;5493.356;5547.4536;5513.0117;4269.8066;3823.2922;4121.7227;5048.9946;4648.0396;4922.036;5507.4424;4695.1675;5056.352;5477.1777;4973.945;4697.0693;4791.762;4721.155;5144.9155;5404.378;5738.4834;6831.2397;5979.639;6863.2144;6542.066;;;
TON Total;;3978.3167;4029.2737;3821.6296;3804.4465;5157.566;4650.3643;5273.752;5493.356;5547.4536;5513.0117;4269.8066;3823.2922;4121.7227;5048.9946;4648.0396;4922.036;5507.4424;4695.1675;5056.352;5477.1777;4973.945;4697.0693;4791.762;4721.155;5144.9155;5404.378;5738.4834;6831.2397;5979.639;6863.2144;6542.066;;;
TTO;Trinidad and Tobago;54953.477;54370.1;57134.273;59829.05;63042.27;68030.164;76745.875;76450.3;77341.914;85669.414;89203.08;95790.32;103376.06;115246.71;126030.695;134353.78;156027.7;159970.84;156718.94;154489.58;165831.28;161740.31;158071.06;159847.2;157936.94;152244.28;134233.72;141542.45;131650.61;123712.94;108794.93;;;
TTO Total;;54953.477;54370.1;57134.273;59829.05;63042.27;68030.164;76745.875;76450.3;77341.914;85669.414;89203.08;95790.32;103376.06;115246.71;126030.695;134353.78;156027.7;159970.84;156718.94;154489.58;165831.28;161740.31;158071.06;159847.2;157936.94;152244.28;134233.72;141542.45;131650.61;123712.94;108794.93;;;
TUN;Tunisia;6962.2285;5633.912;6370.341;7130.2163;7582.721;6736.639;7133.3154;8177.038;8681.736;8647.7705;9003.821;9892.748;9695.501;9464.025;9557.016;10276.655;9603.969;8479.419;9715.218;8024.898;8150.696;7678.843;8332.082;8726.086;9507.342;9709.658;9585.773;10039.691;10208.622;10128.142;9290.702;;;
TUN Total;;6962.2285;5633.912;6370.341;7130.2163;7582.721;6736.639;7133.3154;8177.038;8681.736;8647.7705;9003.821;9892.748;9695.501;9464.025;9557.016;10276.655;9603.969;8479.419;9715.218;8024.898;8150.696;7678.843;8332.082;8726.086;9507.342;9709.658;9585.773;10039.691;10208.622;10128.142;9290.702;;;
